"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8761","Login via JSON","","Sat Jan 31 11:07:48 UTC 2026","passed","Sat Jan 31 11:07:56 UTC 2026","","","",""
"","5440","Login via EXCEL","","Sat Jan 31 11:07:56 UTC 2026","passed","Sat Jan 31 11:08:02 UTC 2026","","","",""
"","17479","Login via SQL Database","","Sat Jan 31 11:08:02 UTC 2026","broken","Sat Jan 31 11:08:19 UTC 2026","","","",""
