"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8566","Login via JSON","","Sat Jan 31 07:17:36 UTC 2026","passed","Sat Jan 31 07:17:44 UTC 2026","","","",""
"","5543","Login via EXCEL","","Sat Jan 31 07:17:44 UTC 2026","passed","Sat Jan 31 07:17:50 UTC 2026","","","",""
"","18591","Login via SQL Database","","Sat Jan 31 07:17:50 UTC 2026","broken","Sat Jan 31 07:18:09 UTC 2026","","","",""
