"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4999","Login via EXCEL","","Sat Jan 31 05:27:20 UTC 2026","passed","Sat Jan 31 05:27:25 UTC 2026","","","",""
"","17523","Login via SQL Database","","Sat Jan 31 05:27:25 UTC 2026","broken","Sat Jan 31 05:27:43 UTC 2026","","","",""
"","7814","Login via JSON","","Sat Jan 31 05:27:12 UTC 2026","passed","Sat Jan 31 05:27:20 UTC 2026","","","",""
