"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17348","Login via JSON","","Sat Jan 31 08:34:30 UTC 2026","passed","Sat Jan 31 08:34:48 UTC 2026","","","",""
"","17818","Login via SQL Database","","Sat Jan 31 08:34:53 UTC 2026","broken","Sat Jan 31 08:35:11 UTC 2026","","","",""
"","5113","Login via EXCEL","","Sat Jan 31 08:34:48 UTC 2026","passed","Sat Jan 31 08:34:53 UTC 2026","","","",""
