"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18727","Login via SQL Database","","Sat Jan 31 06:28:02 UTC 2026","broken","Sat Jan 31 06:28:21 UTC 2026","","","",""
"","5584","Login via EXCEL","","Sat Jan 31 06:27:56 UTC 2026","passed","Sat Jan 31 06:28:02 UTC 2026","","","",""
"","9029","Login via JSON","","Sat Jan 31 06:27:47 UTC 2026","passed","Sat Jan 31 06:27:56 UTC 2026","","","",""
