"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30778","Login via SQL Database","","Fri Jan 30 14:17:51 UTC 2026","broken","Fri Jan 30 14:18:22 UTC 2026","","","",""
"","8674","Login via JSON","","Fri Jan 30 14:17:43 UTC 2026","passed","Fri Jan 30 14:17:51 UTC 2026","","","",""
