"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9597","Login via JSON","","Fri Jan 30 17:23:54 UTC 2026","passed","Fri Jan 30 17:24:04 UTC 2026","","","",""
"","53065","Login via SQL Database","","Fri Jan 30 17:24:51 UTC 2026","broken","Fri Jan 30 17:25:44 UTC 2026","","","",""
"","47096","Login via EXCEL","","Fri Jan 30 17:24:04 UTC 2026","broken","Fri Jan 30 17:24:51 UTC 2026","","","",""
